SI.,Product Name,Item Code,UOM,Purchase UOM,Product Category,Origin Rule,Unit Cost,Unnamed: 8
1410,VCD 400X200 S&C,VCD-400x200-X1312,NOS,NOS,Accessory,,33.81,
1411,DRILL BIT 3.5 MM,DRILL-3.5MM-X1313,NOS,NOS,Consumable,,2.46,
1412,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X1314,NOS,Length (5 MTR),Accessory,,32.67,
1413,CARBON (MITERSAW),CARBON-MITER-X1315,NOS,NOS,Consumable,,5.03,
1414,20MM CORNER,CR-20MM-X1316,NOS,BOX (200 NOS),Accessory ,,0.28,
1415,20MM FLANGES,FL-20MM-X1317,MTR,Length (5 MTR),Accessory ,,1.4,
1416,30MM JOINT CLEAT,JC-30MM-X1318,MTR,Length (2 MTR),Accessory ,,1.54,
1417,1.20MM JSW COIL (Z275),JSW-1.20MM-X1319,KG,TON,Raw-Material,INDIA,3.86,
1418,"BRUSH 2""",BRUSH-2-X1320,NOS,NOS,Consumable,,2.01,
1419,40MM FLANGES,FL-40MM-X1321,MTR,Length (5 MTR),Accessory ,,3.78,
1420,ELECTRODE PLASMA,ELECTRODE-P-X1322,NOS,NOS,Consumable,,9.14,
1421,S CLEATS,S-CLEATS-X1323,MTR,Length (1.2 MTR),Accessory ,,1.76,x
1422,DAMPER SPLIT,DAMPER-SPLIT-X1324,NOS,NOS,Accessory,,5.42,
1423,"GI ROUND VCD - 10""",VCD-GI-10-X1325,NOS,NOS,Accessory,,12.53,
1424,"CUTTER WHEEL 4.5"" (16DIA)",CUTTER-4.5-X1326,NOS,NOS,Consumable,,2.96,
1425,RSA ANGLE 40X40X5MM THK (6M/LEN),RSA-ANGLE-40x40x5-X1327,NOS,Length (6 MTR),Raw-Material,,47.61,
1426,"1"" DIA GI PIPE",GI-PIPE-1-X1328,NOS,NOS,Raw-Material,,79.17,
1427,"BRUSH 2""",BRUSH-2-X1329,NOS,NOS,Consumable,,2.03,
1428,HAND GLOVES,CONS-HAND-GLOVES-X1330,DZN,DZN,SAFETY-ITEM,,12.87,
1429,ELECTRODE PLASMA,ELECTRODE-P-X1331,NOS,NOS,Consumable,,8.98,
1430,GALVANIZED ANGLE 40/40,ANGLE-40x40-X1332,NOS,Length (5 MTR),Accessory,,63.92,
1431,20MM JOINT CLEAT,JC-20MM-X1333,MTR,Length (2 MTR),Accessory ,,1.55,
1432,VCD 300X200 S&C,VCD-300x200-X1334,NOS,NOS,Accessory,,30.46,
1433,30MM JOINT CLEAT,JC-30MM-X1335,MTR,Length (2 MTR),Accessory ,,1.56,
1434,GOOGLES,SAFETY-GOGGLES-X1336,NOS,NOS,SAFETY-ITEM,,5.06,
1435,FUSE,FUSE-X1337,NOS,NOS,Consumable,,1,
1436,"4"" RING",RING-4-X1338,NOS,NOS,Accessory,,1.35,
1437,STANLEY CUTTER,STANLEY-CUTTER-X1339,NOS,NOS,Tool,,34.33,
1438,"1"" DIA GI PIPE",GI-PIPE-1-X1340,NOS,NOS,Raw-Material,,80.57,
1439,CARBON 203,CARBON-203-X1341,NOS,NOS,Consumable,,11.77,
1440,C PATTI SHEET,C-PATTI-SHEET-X1342,NOS,NOS,Accessory,,0.91,
1441,THINNER,THINNER-X1343,LITER,LITER,Consumable,,8.79,
1442,"4"" RING",RING-4-X1344,NOS,NOS,Accessory,,1.37,
1443,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X1345,NOS,Length (5 MTR),Accessory,,33.17,
1444,RSA ANGLE 40X40X5MM THK (6M/LEN),RSA-ANGLE-40x40x5-X1346,NOS,Length (6 MTR),Raw-Material,,48.55,
1445,HAND GLOVES,CONS-HAND-GLOVES-X1347,DZN,DZN,SAFETY-ITEM,,12.86,
1446,30MM JOINT CLEAT,JC-30MM-X1348,MTR,Length (2 MTR),Accessory ,,1.55,
1447,"CUTTER WHEEL 4.5"" (16DIA)",CUTTER-4.5-X1349,NOS,NOS,Consumable,,3.03,
1448,"GRINDING WHEEL 4.5""",GRIND-4.5-X1350,NOS,NOS,Consumable,,0.99,
1449,VCD 350X200 S&C,VCD-350x200-X1351,NOS,NOS,Accessory,,31.73,
1450,STANLEY CUTTER,STANLEY-CUTTER-X1352,NOS,NOS,Tool,,34.54,
1451,FIRE RATED SEALANT - PROGULF,SEALANT-FR-PROGULF-X1353,NOS,NOS,Consumable,,14.86,
1452,ELECTRODE PLASMA,ELECTRODE-P-X1354,NOS,NOS,Consumable,,8.86,
1453,TIE ROD (NOS) 8 MM,TR-8MM-X1355,NOS,1.5MTR,Accessory,,3.46,
1454,0.80MM AGIS COIL (Z275),AGIS-0.80MM-X1356,KG,TON,Raw-Material,UAE,3.12,
1455,"6"" RING",RING-6-X1357,NOS,NOS,Accessory,,1.99,
1456,DRILL BIT 10 MM,DRILL-10MM-X1358,NOS,NOS,Consumable,,6.01,
1457,THINNER,THINNER-X1359,LITER,LITER,Consumable,,8.77,
1458,FIRE RATED STICKER - MUAYED,STICKER-FR-MUAYED-X1360,NOS,NOS,Consumable,,5.97,
1459,0.60MM AGIS COIL (Z275),AGIS-0.60MM-X1361,KG,TON,Raw-Material,UAE,3.23,
1460,VCD 250X150 S&C,VCD-250x150-X1362,NOS,NOS,Accessory,,23.85,
1461,"BRUSH 2""",BRUSH-2-X1363,NOS,NOS,Consumable,,2,
1462,GI BOLT 10 MM,GI-BOLT-10MM-X1364,KG,KG,Accessory,,6.9,
1463,"GI ROUND VCD - 4""",VCD-GI-4-X1365,NOS,NOS,Accessory,,10.11,
1464,20MM JOINT CLEAT,JC-20MM-X1366,MTR,Length (2 MTR),Accessory ,,1.54,
1465,DAMPER SPLIT,DAMPER-SPLIT-X1367,NOS,NOS,Accessory,,5.49,
1466,20MM JOINT CLEAT,JC-20MM-X1368,MTR,Length (2 MTR),Accessory ,,1.58,
1467,"CUTTER WHEEL 14""",CUTTER-14-X1369,NOS,NOS,Consumable,,10.99,
1468,0.60MM JSW COIL (Z275),JSW-0.60MM-X1370,KG,TON,Raw-Material,INDIA,3.91,
1469,FIRE RATED STICKER - MUAYED,STICKER-FR-MUAYED-X1371,NOS,NOS,Consumable,,6.08,
1470,1.10MM AGIS COIL (Z275),AGIS-1.10MM-X1372,KG,TON,Raw-Material,UAE,3.1,
1471,1.10MM AGIS COIL (Z275),AGIS-1.10MM-X1373,KG,TON,Raw-Material,UAE,3.05,
1472,DRILL BIT 4 MM,DRILL-4MM-X1374,NOS,NOS,Consumable,,2.47,
1473,1.20MM JSW COIL (Z275),JSW-1.20MM-X1375,KG,TON,Raw-Material,INDIA,3.84,
1474,CARBON 325,CARBON-325-X1376,NOS,NOS,Consumable,,9.97,
1475,"GI ROUND VCD - 4""",VCD-GI-4-X1377,NOS,NOS,Accessory,,10.11,
1476,30MM FLANGES,FL-30MM-X1378,MTR,Length (5 MTR),Accessory ,,2.26,
1477,20MM FLANGES,FL-20MM-X1379,MTR,Length (5 MTR),Accessory ,,1.37,
1478,GI NUT 10 MM,GI-NUT-10MM-X1380,KG,KG,Accessory,,6.96,
1479,"5"" RING",RING-5-X1381,NOS,NOS,Accessory,,1.52,
1480,1.20MM AGIS COIL (Z275),AGIS-1.20MM-X1382,KG,TON,Raw-Material,UAE,3.02,
1481,C CLEATS,C-CLEATS-X1383,MTR,Length (1.2 MTR),Accessory ,,1.5,x
1482,30MM FLANGES,FL-30MM-X1384,MTR,Length (5 MTR),Accessory ,,2.22,
1483,"4"" RING",RING-4-X1385,NOS,NOS,Accessory,,1.33,
1484,"1"" DIA GI PIPE",GI-PIPE-1-X1386,NOS,NOS,Raw-Material,,80.59,
1485,0.55MM AGIS COIL (Z275),AGIS-0.55MM-X1387,KG,TON ,Raw-Material,UAE,3.17,
1486,1.20MM AGIS COIL (Z275),AGIS-1.20MM-X1388,KG,TON,Raw-Material,UAE,3.1,
1487,30MM CORNER,CR-30MM-X1389,NOS,BOX (200 NOS),Accessory ,,0.24,
1488,DRILL BIT 10 MM,DRILL-10MM-X1390,NOS,NOS,Consumable,,6.05,
1489,DRILL BIT 3.5 MM,DRILL-3.5MM-X1391,NOS,NOS,Consumable,,2.51,
1490,VCD 400X200 S&C,VCD-400x200-X1392,NOS,NOS,Accessory,,33.81,
1491,40MM G CLAMPS,GC-40MM-X1393,NOS,BOX (200 NOS),Accessory ,,0.27,
1492,RSA ANGLE 50X50X5MM THK (6M/LEN),RSA-ANGLE-50x50x5-X1394,NOS,Length (6 MTR),Raw-Material,,57.5,
1493,ANGLE 25/25 / 2.5MM,ANGLE-25x25-2.5-X1395,NOS,Length (5 MTR),Accessory,,25.54,
1494,TIE ROD CONNECTOR 10 MM,TR-CON-10MM-X1396,NOS,NOS,Accessory,,0.45,
1495,REDOXIDE 18 LTR,CONS-REDOXIDE-18L-X1397,LITER,18 LITRE,Consumable,,7.48,
1496,0.70MM JSW COIL (Z275),JSW-0.70MM-X1398,KG,TON,Raw-Material,INDIA,3.88,
1497,SWIRL RING,SWIRL-RING-X1399,NOS,NOS,Consumable,,121.61,
1498,DAMPER SPLIT,DAMPER-SPLIT-X1400,NOS,NOS,Accessory,,5.46,
1499,NOZZLE PLASMA,NOZZLE-P-X1401,NOS,NOS,Consumable,,9.13,
1500,CARBON 203,CARBON-203-X1402,NOS,NOS,Consumable,,11.82,
