SI.,Product Name,Item Code,UOM,Purchase UOM,Product Category,Origin Rule,Purchase Cost
1189,SPINDEL 12X125,PI-SPINDEL-12X125-X1133,NOS,NOS,Accessory ,,1.19
1190,ALUMINIUM U FLANGE 20MM (KS),PI-ALU-UFL-20KS-X1134,MTR,Length (5 MTR),Accessory ,,1.76
1191,PAL PHENOLIC SHEET UL 181 20M,PI-PH-UL181-20M-PAL-X1135,SQM,SQM,Raw-Material,,29.01
1192,PVC CORNER 20MM,PI-PVC-CR-20-X1136,NOS,BOX (200 NOS),Accessory ,,0.09
1193,PAL PHENOLIC SHEET UL 181 20M,PI-PH-UL181-20M-PAL-X1137,SQM,SQM,Raw-Material,,28.72
1194,PAL PHENOLIC SHEET UL 181 20M (INNOVA),PI-PH-UL181-20M-INN-X1138,SQM,SQM,Raw-Material,,26.61
1195,UL TAPE 60 YARD - SHUR,PI-ULT-60-SHUR-X1139,NOS,NOS,Accessory ,,46.15
1196,PROFILE GLUE,PI-PROFILE-GLUE-X1140,NOS,NOS,Accessory ,,18.62
1197,PVC H BAYONET,PI-PVC-HBAY-X1141,MTR,Length (5 MTR),Accessory ,,0.55
1198,PROFILE GLUE,PI-PROFILE-GLUE-X1142,NOS,NOS,Accessory ,,18.7
1199,ALUMINIUM JOINT. FLANGE 20MM,PI-ALU-JFL-20-X1143,MTR,Length (5 MTR),Accessory ,,2.8
1200,CUTTING KNIFE,PI-CUT-KNIFE-X1144,NOS,NOS,Tool,,5.03
1201,PAL PHENOLIC SHEET UL 181 20M (INNOVA),PI-PH-UL181-20M-INN-X1145,SQM,SQM,Raw-Material,,26.49
1202,BG PLATE WITH HOLE,PI-BG-PLATE-X1146,NOS,NOS,Accessory ,,0.3
1203,VCD BLADE 200 MM,PI-VCD-200-MTR-X1147,MTR,MTR(LENGTH 6 MTR),Accessory ,,28.54
1204,VCD BLADE 150 MM,PI-VCD-150-MTR-X1148,MTR,MTR(LENGTH 6 MTR),Accessory ,,15.8
1205,UL TAPE 60 YARD - SHUR,PI-ULT-60-SHUR-X1149,NOS,NOS,Accessory ,,47.88
1206,PAL PHENOLIC SHEET UL 181 20M (INNOVA),PI-PH-UL181-20M-INN-X1150,SQM,SQM,Raw-Material,,26.56
1207,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X1151,MTR,Length (5 MTR),Accessory ,,2.26
1208,ALUMINIUM JOINT. FLANGE 20MM (KS),PI-ALU-JFL-20KS-X1152,MTR,Length (5 MTR),Accessory ,,2.47
1209,GI CORNER 20MM,PI-GI-CR-20-X1153,NOS,BOX (200 NOS),Accessory ,,0.07
1210,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X1154,BOX,BOX(18 NOS),Accessory ,,46.1
1211,PVC CORNER 20MM,PI-PVC-CR-20-X1155,NOS,BOX (200 NOS),Accessory ,,0.09
1212,ALUMINIUM U FLANGE 20MM (KS),PI-ALU-UFL-20KS-X1156,MTR,Length (5 MTR),Accessory ,,1.82
1213,SEALANT (DR FIX PIDILITE) WHITE,PI-SEAL-DRFIX-W-X1157,BOX,BOX(24 NOS),Accessory ,,38.16
1214,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X1158,MTR,Length (5 MTR),Accessory ,,2.21
1215,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X1159,BOX,BOX (400 PCS),Accessory ,,17.71
1216,Z LINK,PI-Z-LINK-X1160,NOS,NOS,Accessory ,,1.64
1217,PAL PHENOLIC SHEET UL 181 20M,PI-PH-UL181-20M-PAL-X1161,SQM,SQM,Raw-Material,,29.2
1218,ALU RIVET 4X25 BOX,PI-ALU-RIVET-4X25-X1162,BOX,BOX(400 PCS),Accessory ,,18.22
1219,CAM LOCK,PI-CAM-LOCK-X1163,NOS,NOS,Accessory ,,0.91
1220,CUTTING KNIFE,PI-CUT-KNIFE-X1164,NOS,NOS,Tool,,4.92
1221,ALUMINIUM JOINT. FLANGE 20MM (KS),PI-ALU-JFL-20KS-X1165,MTR,Length (5 MTR),Accessory ,,2.49
1222,SEALANT (DR FIX PIDILITE) WHITE,PI-SEAL-DRFIX-W-X1166,BOX,BOX(24 NOS),Accessory ,,37.41
1223,PVC CORNER 20MM,PI-PVC-CR-20-X1167,NOS,BOX (200 NOS),Accessory ,,0.09
1224,PVC FLANGE 20MM,PI-PVC-FL-20-X1168,MTR,Length (5 MTR),Accessory ,,0.97
1225,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1169,BOX,BOX(24 NOS),Accessory ,,60.79
1226,CUTTING KNIFE,PI-CUT-KNIFE-X1170,NOS,NOS,Tool,,5.03
1227,PVC BUSH WITH HOLE,PI-PVC-BUSH-X1171,NOS,NOS,Accessory ,,0.16
1228,MEASURING TAPE,PI-MEAS-TAPE-X1172,NOS,NOS,Tool ,,3.94
1229,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X1173,MTR,Length (5 MTR),Accessory ,,2.23
1230,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X1174,MTR,Length (5 MTR),Accessory ,,2.25
1231,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1175,BOX,BOX(24 NOS),Accessory ,,59
1232,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X1176,BOX,BOX (400 PCS),Accessory ,,18.27
1233,ALUMINIUM U FLANGE 20MM (KS),PI-ALU-UFL-20KS-X1177,MTR,Length (5 MTR),Accessory ,,1.8
1234,SEALANT PAL,PI-SEAL-PAL-X1178,BOX,BOX(24 NOS),Accessory ,,71.22
1235,GI CORNER 20MM,PI-GI-CR-20-X1179,NOS,BOX (200 NOS),Accessory ,,0.07
1236,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X1180,DRUM,DRUM(15 LITRE),Accessory ,,148.4
1237,GI CORNER 20MM,PI-GI-CR-20-X1181,NOS,BOX (200 NOS),Accessory ,,0.07
1238,Z LINK,PI-Z-LINK-X1182,NOS,NOS,Accessory ,,1.62
1239,PVC CORNER 20MM PAL,PI-PVC-CR-20PAL-X1183,NOS,BOX (200 NOS),Accessory ,,0.15
1240,SPINDEL 12X75,PI-SPINDEL-12X75-X1184,NOS,NOS,Accessory ,,0.75
1241,ALUMINIUM U. FLANGE 20MM,PI-ALU-UFL-20-X1185,MTR,Length (5 MTR),Accessory ,,1.74
1242,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1186,BOX,BOX(24 NOS),Accessory ,,59.92
1243,SEALANT GUN,PI-SEAL-GUN-X1187,NOS,NOS,Tool,,14.77
1244,CAM LOCK,PI-CAM-LOCK-X1188,NOS,NOS,Accessory ,,0.92
1245,VCD BLADE 200 MM,PI-VCD-200-MTR-X1189,MTR,MTR(LENGTH 6 MTR),Accessory ,,29.02
1246,PVC CORNER 20MM,PI-PVC-CR-20-X1190,NOS,BOX (200 NOS),Accessory ,,0.09
1247,VCD BLADE 150 MM,PI-VCD-150-MTR-X1191,MTR,MTR(LENGTH 6 MTR),Accessory ,,15.66
1248,PVC CORNER 30MM,PI-PVC-CR-30-X1192,NOS,BOX (200 NOS),Accessory ,,0.94
1249,REINFORCEMENT BAR ALU,PI-REINF-BAR-ALU-X1193,MTR,MTR(LENGTH 5 MTR),Accessory ,,5.99
1250,ALUMINIUM JOINT. FLANGE 20MM,PI-ALU-JFL-20-X1194,MTR,Length (5 MTR),Accessory ,,2.75
1251,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X1195,DRUM,DRUM(15 LITRE),Accessory ,,150.05
1252,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X1196,MTR,Length (5 MTR),Accessory ,,2.26
1253,SIDE LINK,PI-SIDE-LINK-X1197,NOS,NOS,Accessory ,,0.74
1254,ALU RIVET 4X25 BOX,PI-ALU-RIVET-4X25-X1198,BOX,BOX(400 PCS),Accessory ,,18.19
1255,PVC U FLANGE,PI-PVC-UFL-X1199,MTR,Length (5 MTR),Accessory ,,1.25
1256,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X1200,MTR,Length (5 MTR),Accessory ,,2.23
1257,UL TAPE 60 YARD - MEIYUAN,PI-ULT-60-MEI-X1201,NOS,NOS,Accessory ,,49.72
1258,PVC U FLANGE,PI-PVC-UFL-X1202,MTR,Length (5 MTR),Accessory ,,1.23
1259,MEASURING TAPE,PI-MEAS-TAPE-X1203,NOS,NOS,Tool ,,3.96
1260,ALUMINIUM JOINT. FLANGE 20MM (KS),PI-ALU-JFL-20KS-X1204,MTR,Length (5 MTR),Accessory ,,2.46
1261,PVC CORNER 30MM,PI-PVC-CR-30-X1205,NOS,BOX (200 NOS),Accessory ,,0.94
1262,BG PLATE WITH HOLE,PI-BG-PLATE-X1206,NOS,NOS,Accessory ,,0.3
1263,ALUMINIUM JOINT. FLANGE 20MM (KS),PI-ALU-JFL-20KS-X1207,MTR,Length (5 MTR),Accessory ,,2.49
1264,GI CORNER 20MM,PI-GI-CR-20-X1208,NOS,BOX (200 NOS),Accessory ,,0.07
1265,ALUMINIUM U. FLANGE 20MM,PI-ALU-UFL-20-X1209,MTR,Length (5 MTR),Accessory ,,1.73
1266,VCD BLADE 200 MM,PI-VCD-200-MTR-X1210,MTR,MTR(LENGTH 6 MTR),Accessory ,,29.49
1267,PVC H BAYONET,PI-PVC-HBAY-X1211,MTR,Length (5 MTR),Accessory ,,0.56
1268,SEALANT (STAR ADHESIV) WHITE,PI-SEAL-STAR-W-X1212,BOX,BOX(24 NOS),Accessory ,,41.43
1269,PVC H BAYONET,PI-PVC-HBAY-X1213,MTR,Length (5 MTR),Accessory ,,0.56
1270,PVC CORNER 20MM,PI-PVC-CR-20-X1214,NOS,BOX (200 NOS),Accessory ,,0.09
1271,SEALANT (DR FIX PIDILITE) WHITE,PI-SEAL-DRFIX-W-X1215,BOX,BOX(24 NOS),Accessory ,,37.25
1272,UL TAPE 60 YARD - SHUR,PI-ULT-60-SHUR-X1216,NOS,NOS,Accessory ,,46.69
1273,CAM LOCK,PI-CAM-LOCK-X1217,NOS,NOS,Accessory ,,0.89
1274,PROFILE GLUE,PI-PROFILE-GLUE-X1218,NOS,NOS,Accessory ,,18.74
1275,VCD BLADE 100 MM,PI-VCD-100-MTR-X1219,MTR,MTR(LENGTH 6 MTR),Accessory ,,11.55
1276,PAL PHENOLIC SHEET UL 181 20M,PI-PH-UL181-20M-PAL-X1220,SQM,SQM,Raw-Material,,28.63
1277,PAL PHENOLIC SHEET UL 181 20M (INNOVA),PI-PH-UL181-20M-INN-X1221,SQM,SQM,Raw-Material,,26.35
1278,Z LINK,PI-Z-LINK-X1222,NOS,NOS,Accessory ,,1.62
1279,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X1223,MTR,Length (5 MTR),Accessory ,,2.22
1280,MEASURING TAPE,PI-MEAS-TAPE-X1224,NOS,NOS,Tool ,,4
1281,SIDE LINK,PI-SIDE-LINK-X1225,NOS,NOS,Accessory ,,0.74
1282,SEALANT GUN,PI-SEAL-GUN-X1226,NOS,NOS,Tool,,14.86
1283,STUCK UP PIN LOCK,PI-STUCK-PIN-LOCK-X1227,NOS,NOS,Accessory ,,0.04
1284,ALU RIVET 4X25 BOX,PI-ALU-RIVET-4X25-X1228,BOX,BOX(400 PCS),Accessory ,,18.34
1285,PVC CORNER 20MM,PI-PVC-CR-20-X1229,NOS,BOX (200 NOS),Accessory ,,0.09
1286,PVC H BAYONET,PI-PVC-HBAY-X1230,MTR,Length (5 MTR),Accessory ,,0.54
1287,GLUE STAR (15 LITRE),PI-GLUE-STAR-X1231,DRUM,DRUM(15 LITRE),Accessory ,,96.92
1288,PVC CORNER 20MM PAL,PI-PVC-CR-20PAL-X1232,NOS,BOX (200 NOS),Accessory ,,0.15
1289,VCD BLADE 100 MM,PI-VCD-100-MTR-X1233,MTR,MTR(LENGTH 6 MTR),Accessory ,,11.36
1290,VCD BLADE 100 MM,PI-VCD-100-MTR-X1234,MTR,MTR(LENGTH 6 MTR),Accessory ,,11.28
1291,ALUMINIUM U. FLANGE 20MM,PI-ALU-UFL-20-X1235,MTR,Length (5 MTR),Accessory ,,1.76
1292,BG PLATE WITH HOLE,PI-BG-PLATE-X1236,NOS,NOS,Accessory ,,0.3
1293,UL TAPE 30 YARD - IDEAL,PI-ULT-30-IDEAL-X1237,NOS,NOS,Accessory ,,32.12
1294,SPECIALITE PHENOLIC SHEET UL 181 20M (KHAN),PI-PH-UL181-20M-SP-X1238,SQM,SQM,Raw-Material,,23.76
1295,PVC FLANGE 20MM,PI-PVC-FL-20-X1239,MTR,Length (5 MTR),Accessory ,,0.95
1296,PVC CORNER 20MM,PI-PVC-CR-20-X1240,NOS,BOX (200 NOS),Accessory ,,0.09
1297,CROSS FIX DEVICE FOR REIN BAR,PI-CROSS-FIX-X1241,NOS,NOS,Accessory ,,1.22
1298,VCD BLADE 200 MM,PI-VCD-200-MTR-X1242,MTR,MTR(LENGTH 6 MTR),Accessory ,,28.98
1299,SEALANT GUN,PI-SEAL-GUN-X1243,NOS,NOS,Tool,,15.06
1300,PAL PHENOLIC SHEET UL 181 20M,PI-PH-UL181-20M-PAL-X1244,SQM,SQM,Raw-Material,,29.12
1301,VCD BLADE 100 MM,PI-VCD-100-MTR-X1245,MTR,MTR(LENGTH 6 MTR),Accessory ,,11.5
1302,GI CORNER 20MM-PAL,PI-GI-CR-20PAL-X1246,NOS,BOX (200 NOS),Accessory ,,0.12
1303,VCD BLADE 200 MM,PI-VCD-200-MTR-X1247,MTR,MTR(LENGTH 6 MTR),Accessory ,,29.53
1304,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X1248,MTR,Length (5 MTR),Accessory ,,2.23
1305,SEALANT PAL,PI-SEAL-PAL-X1249,BOX,BOX(24 NOS),Accessory ,,71.09
1306,SEALANT GUN,PI-SEAL-GUN-X1250,NOS,NOS,Tool,,15.05
1307,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1251,BOX,BOX(24 NOS),Accessory ,,59.52
1308,ALUMINIUM U FLANGE 20MM (KS),PI-ALU-UFL-20KS-X1252,MTR,Length (5 MTR),Accessory ,,1.78
1309,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X1253,BOX,BOX(24 NOS),Accessory ,,43.81
1310,PVC BUSH WITH HOLE,PI-PVC-BUSH-X1254,NOS,NOS,Accessory ,,0.16
1311,CNC BLADE KINGSPAN,PI-CNC-BLADE-KING-2-X1255,NOS,NOS,Accessory ,,125.41
1312,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X1256,BOX,BOX(24 NOS),Accessory ,,43.38
1313,SEALANT (STAR ADHESIV) GRAY,PI-SEAL-STAR-G-X1257,BOX,BOX(24 NOS),Accessory ,,40.5
1314,BG PLATE WITH HOLE,PI-BG-PLATE-X1258,NOS,NOS,Accessory ,,0.3
1315,PVC FLANGE 20MM,PI-PVC-FL-20-X1259,MTR,Length (5 MTR),Accessory ,,0.94
1316,HANDLE SQUARE,PI-HANDLE-SQ-X1260,NOS,NOS,Accessory ,,1.62
1317,BG PLATE WITH HOLE,PI-BG-PLATE-X1261,NOS,NOS,Accessory ,,0.3
1318,SEALANT GUN,PI-SEAL-GUN-X1262,NOS,NOS,Tool,,14.97
1319,PI ALPHA UL181 20MM,PI-PH-ALPHA-UL181-20-X1263,SQM,SQM,Raw-Material ,,26.07
1320,CUTTING KNIFE,PI-CUT-KNIFE-X1264,NOS,NOS,Tool,,5.09
1321,CAM LOCK,PI-CAM-LOCK-X1265,NOS,NOS,Accessory ,,0.89
1322,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X1266,DRUM,DRUM(15 LITRE),Accessory ,,151.93
1323,UL TAPE 60 YARD - MEIYUAN,PI-ULT-60-MEI-X1267,NOS,NOS,Accessory ,,50.57
1324,SEALANT (DR FIX PIDILITE) WHITE,PI-SEAL-DRFIX-W-X1268,BOX,BOX(24 NOS),Accessory ,,37.72
1325,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X1269,DRUM,DRUM(15 LITRE),Accessory ,,150.94
1326,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X1270,BOX,BOX(24 NOS),Accessory ,,43.8
1327,SEALANT (STAR ADHESIV) WHITE,PI-SEAL-STAR-W-X1271,BOX,BOX(24 NOS),Accessory ,,40.5
1328,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X1272,DRUM,DRUM(15 LITRE),Accessory ,,152.6
1329,SPINDEL 12X75,PI-SPINDEL-12X75-X1273,NOS,NOS,Accessory ,,0.74
1330,PROFILE GLUE,PI-PROFILE-GLUE-X1274,NOS,NOS,Accessory ,,18.67
1331,ALUMINIUM JOINT. FLANGE 20MM (KS),PI-ALU-JFL-20KS-X1275,MTR,Length (5 MTR),Accessory ,,2.51
1332,SEALANT GUN,PI-SEAL-GUN-X1276,NOS,NOS,Tool,,14.89
1333,STUCK UP PIN LOCK,PI-STUCK-PIN-LOCK-X1277,NOS,NOS,Accessory ,,0.04
1334,BG PLATE WITH HOLE,PI-BG-PLATE-X1278,NOS,NOS,Accessory ,,0.3
1335,BG PLATE WITH HOLE,PI-BG-PLATE-X1279,NOS,NOS,Accessory ,,0.3
1336,CUTTING KNIFE,PI-CUT-KNIFE-X1280,NOS,NOS,Tool,,4.99
1337,HANDLE SQUARE,PI-HANDLE-SQ-X1281,NOS,NOS,Accessory ,,1.62
1338,CUTTING KNIFE,PI-CUT-KNIFE-X1282,NOS,NOS,Tool,,4.95
1339,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X1283,MTR,Length (5 MTR),Accessory ,,2.22
1340,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X1284,MTR,Length (5 MTR),Accessory ,,2.29
1341,ALUMINIUM JOINT. FLANGE 20MM,PI-ALU-JFL-20-X1285,MTR,Length (5 MTR),Accessory ,,2.78
1342,ALUMINIUM F. FLANGE 20MM,PI-ALU-FFL-20-X1286,MTR,Length (5 MTR),Accessory ,,2.28
1343,CUTTING KNIFE,PI-CUT-KNIFE-X1287,NOS,NOS,Tool,,4.94
1344,PVC FLANGE 20MM,PI-PVC-FL-20-X1288,MTR,Length (5 MTR),Accessory ,,0.96
1345,CNC BLADE KINGSPAN,PI-CNC-BLADE-KING-2-X1289,NOS,NOS,Accessory ,,126.42
1346,STUCK UP PIN (ANSAF),PI-STUCK-PIN-ANS-X1290,BOX,BOX(400 PCS),Accessory ,,87.99
1347,SEALANT (DR FIX PIDILITE) WHITE,PI-SEAL-DRFIX-W-X1291,BOX,BOX(24 NOS),Accessory ,,38.64
1348,SPINDEL 12X75,PI-SPINDEL-12X75-X1292,NOS,NOS,Accessory ,,0.75
1349,SPECIALITE PHENOLIC SHEET UL 181 20M (KHAN),PI-PH-UL181-20M-SP-X1293,SQM,SQM,Raw-Material,,24.09
1350,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X1294,DRUM,DRUM(15 LITRE),Accessory ,,147.37
1351,STUCK UP PIN (ANSAF),PI-STUCK-PIN-ANS-X1295,BOX,BOX(400 PCS),Accessory ,,88.14
1352,PAL PHENOLIC SHEET UL 181 20M,PI-PH-UL181-20M-PAL-X1296,SQM,SQM,Raw-Material,,28.69
1353,HANDLE SQUARE,PI-HANDLE-SQ-X1297,NOS,NOS,Accessory ,,1.63
1354,"ALUMINIUM TAP 3"" (GERGAWI)",PI-ALU-T3-GER-BX-X1298,BOX,BOX(18 NOS),Accessory ,,42.96
1355,VCD BLADE 150 MM,PI-VCD-150-MTR-X1299,MTR,MTR(LENGTH 6 MTR),Accessory ,,15.72
1356,SPECIALITE PHENOLIC SHEET UL 181 20M (KHAN),PI-PH-UL181-20M-SP-X1300,SQM,SQM,Raw-Material,,24.33
1357,CAM LOCK,PI-CAM-LOCK-X1301,NOS,NOS,Accessory ,,0.89
1358,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X1302,DRUM,DRUM(15 LITRE),Accessory ,,150.09
1359,VCD BLADE 200 MM,PI-VCD-200-MTR-X1303,MTR,MTR(LENGTH 6 MTR),Accessory ,,29.19
1360,"ALUMINIUM TAP 3"" (GERGAWI)",PI-ALU-T3-GER-BX-X1304,BOX,BOX(18 NOS),Accessory ,,42.35
1361,PROFILE GLUE,PI-PROFILE-GLUE-X1305,NOS,NOS,Accessory ,,19.05
1362,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X1306,DRUM,DRUM(15 LITRE),Accessory ,,150.62
1363,ALUMINIUM U FLANGE 20MM (KS),PI-ALU-UFL-20KS-X1307,MTR,Length (5 MTR),Accessory ,,1.77
1364,UL TAPE 30 YARD - IDEAL,PI-ULT-30-IDEAL-X1308,NOS,NOS,Accessory ,,31.93
1365,ALUMINIUM JOINT. FLANGE 20MM (KS),PI-ALU-JFL-20KS-X1309,MTR,Length (5 MTR),Accessory ,,2.49
1366,PVC U FLANGE,PI-PVC-UFL-X1310,MTR,Length (5 MTR),Accessory ,,1.26
1367,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X1311,MTR,Length (5 MTR),Accessory ,,2.18
1368,PVC U FLANGE,PI-PVC-UFL-X1312,MTR,Length (5 MTR),Accessory ,,1.24
1369,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X1313,DRUM,DRUM(15 LITRE),Accessory ,,147.36
1370,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X1314,BOX,BOX (400 PCS),Accessory ,,17.82
1371,CAM LOCK,PI-CAM-LOCK-X1315,NOS,NOS,Accessory ,,0.91
1372,PVC CORNER 30MM,PI-PVC-CR-30-X1316,NOS,BOX (200 NOS),Accessory ,,0.92
1373,PAL PHENOLIC SHEET UL 181 20M (INNOVA),PI-PH-UL181-20M-INN-X1317,SQM,SQM,Raw-Material,,26.6
1374,SPINDEL 12X75,PI-SPINDEL-12X75-X1318,NOS,NOS,Accessory ,,0.75
1375,VCD BLADE 150 MM,PI-VCD-150-MTR-X1319,MTR,MTR(LENGTH 6 MTR),Accessory ,,15.72
1376,PVC BUSH WITH HOLE,PI-PVC-BUSH-X1320,NOS,NOS,Accessory ,,0.16
1377,UL TAPE 60 YARD - SHUR,PI-ULT-60-SHUR-X1321,NOS,NOS,Accessory ,,46.82
1378,STUCK UP PIN (ANSAF),PI-STUCK-PIN-ANS-X1322,BOX,BOX(400 PCS),Accessory ,,89.36
1379,ALU RIVET 4X25 BOX,PI-ALU-RIVET-4X25-X1323,BOX,BOX(400 PCS),Accessory ,,17.64
1380,SEALANT (DR FIX PIDILITE) WHITE,PI-SEAL-DRFIX-W-X1324,BOX,BOX(24 NOS),Accessory ,,37.44
1381,SPECIALITE PHENOLIC SHEET UL 181 20M (KHAN),PI-PH-UL181-20M-SP-X1325,SQM,SQM,Raw-Material,,24.05
1382,PVC FLANGE 20MM,PI-PVC-FL-20-X1326,MTR,Length (5 MTR),Accessory ,,0.94
1383,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X1327,MTR,Length (5 MTR),Accessory ,,2.18
1384,SPECIALITE PHENOLIC SHEET UL 181 20M (KHAN),PI-PH-UL181-20M-SP-X1328,SQM,SQM,Raw-Material,,23.75
1385,SPINDEL 12X75,PI-SPINDEL-12X75-X1329,NOS,NOS,Accessory ,,0.76
1386,ALUMINIUM U FLANGE 20MM (KS),PI-ALU-UFL-20KS-X1330,MTR,Length (5 MTR),Accessory ,,1.78
1387,PVC CORNER 20MM PAL,PI-PVC-CR-20PAL-X1331,NOS,BOX (200 NOS),Accessory ,,0.15
1388,PVC BUSH WITH HOLE,PI-PVC-BUSH-X1332,NOS,NOS,Accessory ,,0.16
1389,ALUMINIUM JOINT. FLANGE 20MM (KS),PI-ALU-JFL-20KS-X1333,MTR,Length (5 MTR),Accessory ,,2.5
1390,"ALUMINIUM TAP 3"" (GERGAWI)",PI-ALU-T3-GER-BX-X1334,BOX,BOX(18 NOS),Accessory ,,43.86
1391,PAL PHENOLIC SHEET UL 181 20M (INNOVA),PI-PH-UL181-20M-INN-X1335,SQM,SQM,Raw-Material,,26.62
1392,CUTTING KNIFE,PI-CUT-KNIFE-X1336,NOS,NOS,Tool,,5.06
1393,CUTTING KNIFE,PI-CUT-KNIFE-X1337,NOS,NOS,Tool,,4.98
1394,VCD BLADE 150 MM,PI-VCD-150-MTR-X1338,MTR,MTR(LENGTH 6 MTR),Accessory ,,15.69
1395,VCD BLADE 150 MM,PI-VCD-150-MTR-X1339,MTR,MTR(LENGTH 6 MTR),Accessory ,,15.36
1396,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1340,BOX,BOX(24 NOS),Accessory ,,60.43
1397,REINFORCEMENT BAR ALU,PI-REINF-BAR-ALU-X1341,MTR,MTR(LENGTH 5 MTR),Accessory ,,5.89
1398,"ALUMINIUM TAP 3"" (GERGAWI)",PI-ALU-T3-GER-BX-X1342,BOX,BOX(18 NOS),Accessory ,,43.63
1399,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X1343,MTR,Length (5 MTR),Accessory ,,2.24
1400,GI CORNER 20MM,PI-GI-CR-20-X1344,NOS,BOX (200 NOS),Accessory ,,0.07
1401,PVC CORNER 20MM,PI-PVC-CR-20-X1345,NOS,BOX (200 NOS),Accessory ,,0.09
1402,PVC U FLANGE,PI-PVC-UFL-X1346,MTR,Length (5 MTR),Accessory ,,1.26
1403,BG PLATE WITH HOLE,PI-BG-PLATE-X1347,NOS,NOS,Accessory ,,0.3
1404,CAM LOCK,PI-CAM-LOCK-X1348,NOS,NOS,Accessory ,,0.9
1405,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X1349,MTR,Length (5 MTR),Accessory ,,2.27
1406,PVC FLANGE 20MM,PI-PVC-FL-20-X1350,MTR,Length (5 MTR),Accessory ,,0.94
1407,UL TAPE 60 YARD - MEIYUAN,PI-ULT-60-MEI-X1351,NOS,NOS,Accessory ,,49.58
1408,SPINDEL 12X75,PI-SPINDEL-12X75-X1352,NOS,NOS,Accessory ,,0.74
1409,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1353,BOX,BOX(24 NOS),Accessory ,,59.42
1410,PVC BUSH WITH OUT HOLE,PI-PVC-BUSH-NH-X1354,NOS,NOS,Accessory ,,0.16
1411,REINFORCEMENT BAR ALU,PI-REINF-BAR-ALU-X1355,MTR,MTR(LENGTH 5 MTR),Accessory ,,5.93
1412,PVC CORNER 20MM PAL,PI-PVC-CR-20PAL-X1356,NOS,BOX (200 NOS),Accessory ,,0.15
1413,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1357,BOX,BOX(24 NOS),Accessory ,,61.1
1414,PVC CORNER 30MM,PI-PVC-CR-30-X1358,NOS,BOX (200 NOS),Accessory ,,0.93
1415,BG PLATE WITH HOLE,PI-BG-PLATE-X1359,NOS,NOS,Accessory ,,0.31
1416,SEALANT (STAR ADHESIV) GRAY,PI-SEAL-STAR-G-X1360,BOX,BOX(24 NOS),Accessory ,,40.78
1417,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X1361,BOX,BOX(24 NOS),Accessory ,,43.87
1418,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X1362,DRUM,DRUM(15 LITRE),Accessory ,,149.04
1419,SPINDEL 12X75,PI-SPINDEL-12X75-X1363,NOS,NOS,Accessory ,,0.75
